,Tile Identifier,Acquisition Date,Tile Grid Region,Tile Grid Horizontal,Tile Grid Vertical,Tile Production Date,Cloud Cover,Cloud Shadow,Snow Ice,Fill (No Data),Spacecraft Identifier,Sensor Identifier,Scene Count,Datum,Map Projection,Units,ARD Version,Level-1 Collection Number,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LR Corner Lat,LR Corner Long,LL Corner Lat,LL Corner Long,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LR Corner Lat dec,LR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,Display ID,Entity ID
846,LC08_CU_007013_20181116_20190613_C01_V01,2018/11/16,CU,7,13,2019/06/13,1.1694,1.3357,0.0013,37.0404,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20181116_20190613_C01_V01,LC08_CU_007013_20181116_C01_V01
847,LC08_CU_007014_20181116_20190613_C01_V01,2018/11/16,CU,7,14,2019/06/13,22.2313,15.2278,0.0003,3.5259,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20181116_20190613_C01_V01,LC08_CU_007014_20181116_C01_V01
851,LC08_CU_006013_20181123_20190614_C01_V01,2018/11/23,CU,6,13,2019/06/14,23.6167,5.1892,0.0003,36.5659,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20181123_20190614_C01_V01,LC08_CU_006013_20181123_C01_V01
852,LC08_CU_006014_20181123_20190614_C01_V01,2018/11/23,CU,6,14,2019/06/14,13.5916,4.9911,0.0,2.8018,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20181123_20190614_C01_V01,LC08_CU_006014_20181123_C01_V01
853,LC08_CU_007013_20181123_20190614_C01_V01,2018/11/23,CU,7,13,2019/06/14,13.8105,1.5795,0.0016,29.7535,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20181123_20190614_C01_V01,LC08_CU_007013_20181123_C01_V01
854,LC08_CU_007014_20181123_20190614_C01_V01,2018/11/23,CU,7,14,2019/06/14,10.0663,6.3899,0.0,71.751,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20181123_20190614_C01_V01,LC08_CU_007014_20181123_C01_V01
858,LC08_CU_007014_20181125_20190613_C01_V01,2018/11/25,CU,7,14,2019/06/13,0.0666,0.0384,0.0,94.3285,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20181125_20190613_C01_V01,LC08_CU_007014_20181125_C01_V01
859,LC08_CU_006013_20181130_20190613_C01_V01,2018/11/30,CU,6,13,2019/06/13,7.3615,3.6799,0.0005,29.83,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20181130_20190613_C01_V01,LC08_CU_006013_20181130_C01_V01
860,LC08_CU_006014_20181130_20190613_C01_V01,2018/11/30,CU,6,14,2019/06/13,4.8719,1.338,0.0008,73.8065,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20181130_20190613_C01_V01,LC08_CU_006014_20181130_C01_V01
865,LC08_CU_006014_20181202_20190613_C01_V01,2018/12/02,CU,6,14,2019/06/13,42.6517,15.2134,0.0028,93.4548,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20181202_20190613_C01_V01,LC08_CU_006014_20181202_C01_V01
866,LC08_CU_007013_20181202_20190613_C01_V01,2018/12/02,CU,7,13,2019/06/13,78.5523,8.6074,0.0112,37.6721,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20181202_20190613_C01_V01,LC08_CU_007013_20181202_C01_V01
867,LC08_CU_007014_20181202_20190613_C01_V01,2018/12/02,CU,7,14,2019/06/13,71.3782,10.9301,0.0022,3.799,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20181202_20190613_C01_V01,LC08_CU_007014_20181202_C01_V01
871,LC08_CU_006013_20181209_20190613_C01_V01,2018/12/09,CU,6,13,2019/06/13,0.0704,0.0125,0.0,37.6554,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20181209_20190613_C01_V01,LC08_CU_006013_20181209_C01_V01
872,LC08_CU_006014_20181209_20190613_C01_V01,2018/12/09,CU,6,14,2019/06/13,0.1963,0.0266,0.0,3.2175,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20181209_20190613_C01_V01,LC08_CU_006014_20181209_C01_V01
873,LC08_CU_007013_20181209_20190613_C01_V01,2018/12/09,CU,7,13,2019/06/13,0.1764,0.0749,0.0003,28.6937,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20181209_20190613_C01_V01,LC08_CU_007013_20181209_C01_V01
874,LC08_CU_007014_20181209_20190613_C01_V01,2018/12/09,CU,7,14,2019/06/13,0.2712,0.235,0.0,70.6639,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20181209_20190613_C01_V01,LC08_CU_007014_20181209_C01_V01
878,LC08_CU_007014_20181211_20190613_C01_V01,2018/12/11,CU,7,14,2019/06/13,99.8659,0.1341,0.0,94.8797,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20181211_20190613_C01_V01,LC08_CU_007014_20181211_C01_V01
879,LC08_CU_006013_20181216_20190613_C01_V01,2018/12/16,CU,6,13,2019/06/13,40.955999999999996,6.555,0.0001,28.9521,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20181216_20190613_C01_V01,LC08_CU_006013_20181216_C01_V01
880,LC08_CU_006014_20181216_20190613_C01_V01,2018/12/16,CU,6,14,2019/06/13,94.425,1.6013,0.025,72.9089,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20181216_20190613_C01_V01,LC08_CU_006014_20181216_C01_V01
885,LC08_CU_006014_20181218_20190613_C01_V01,2018/12/18,CU,6,14,2019/06/13,0.0,0.0,0.0,93.8621,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20181218_20190613_C01_V01,LC08_CU_006014_20181218_C01_V01
886,LC08_CU_007013_20181218_20190613_C01_V01,2018/12/18,CU,7,13,2019/06/13,0.0788,0.0503,0.0014,38.3763,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20181218_20190613_C01_V01,LC08_CU_007013_20181218_C01_V01
887,LC08_CU_007014_20181218_20190613_C01_V01,2018/12/18,CU,7,14,2019/06/13,0.1907,0.1004,0.0002,4.1162,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20181218_20190613_C01_V01,LC08_CU_007014_20181218_C01_V01
889,LC08_CU_006013_20181225_20190613_C01_V01,2018/12/25,CU,6,13,2019/06/13,16.9514,6.8167,0.0,37.8011,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20181225_20190613_C01_V01,LC08_CU_006013_20181225_C01_V01
890,LC08_CU_006014_20181225_20190613_C01_V01,2018/12/25,CU,6,14,2019/06/13,13.6731,5.542000000000001,0.0001,3.2758,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20181225_20190613_C01_V01,LC08_CU_006014_20181225_C01_V01
891,LC08_CU_007013_20181225_20190613_C01_V01,2018/12/25,CU,7,13,2019/06/13,40.9757,4.3969,0.0018,28.5446,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20181225_20190613_C01_V01,LC08_CU_007013_20181225_C01_V01
892,LC08_CU_007014_20181225_20190613_C01_V01,2018/12/25,CU,7,14,2019/06/13,5.2324,2.2348,0.0,70.51,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20181225_20190613_C01_V01,LC08_CU_007014_20181225_C01_V01
893,LC08_CU_007014_20181227_20190613_C01_V01,2018/12/27,CU,7,14,2019/06/13,1.1777,0.4826,0.1212,94.8707,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20181227_20190613_C01_V01,LC08_CU_007014_20181227_C01_V01
894,LC08_CU_006013_20190101_20190613_C01_V01,2019/01/01,CU,6,13,2019/06/13,0.1448,0.0183,0.0009,28.956,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20190101_20190613_C01_V01,LC08_CU_006013_20190101_C01_V01
895,LC08_CU_006014_20190101_20190613_C01_V01,2019/01/01,CU,6,14,2019/06/13,12.0685,1.3302,0.0034,72.9089,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20190101_20190613_C01_V01,LC08_CU_006014_20190101_C01_V01
896,LC08_CU_006014_20190103_20190613_C01_V01,2019/01/03,CU,6,14,2019/06/13,0.0,0.0,0.0049,93.8827,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20190103_20190613_C01_V01,LC08_CU_006014_20190103_C01_V01
897,LC08_CU_007013_20190103_20190613_C01_V01,2019/01/03,CU,7,13,2019/06/13,4.6143,0.4508,19.2595,38.4102,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20190103_20190613_C01_V01,LC08_CU_007013_20190103_C01_V01
898,LC08_CU_007014_20190103_20190613_C01_V01,2019/01/03,CU,7,14,2019/06/13,6.2652,0.6321,5.0559,4.1326,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20190103_20190613_C01_V01,LC08_CU_007014_20190103_C01_V01
899,LC08_CU_006013_20190110_20190613_C01_V01,2019/01/10,CU,6,13,2019/06/13,60.2697,6.5729999999999995,0.0005,37.6492,LANDSAT_8,OLI/TIRS,3,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20190110_20190613_C01_V01,LC08_CU_006013_20190110_C01_V01
900,LC08_CU_006014_20190110_20190613_C01_V01,2019/01/10,CU,6,14,2019/06/13,94.8627,5.0211,0.0005,3.218,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20190110_20190613_C01_V01,LC08_CU_006014_20190110_C01_V01
901,LC08_CU_007013_20190110_20190613_C01_V01,2019/01/10,CU,7,13,2019/06/13,99.4941,0.3839,0.0122,28.6977,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20190110_20190613_C01_V01,LC08_CU_007013_20190110_C01_V01
902,LC08_CU_007014_20190110_20190613_C01_V01,2019/01/10,CU,7,14,2019/06/13,100.0,0.0,0.0,70.6568,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20190110_20190613_C01_V01,LC08_CU_007014_20190110_C01_V01
903,LC08_CU_007014_20190112_20190613_C01_V01,2019/01/12,CU,7,14,2019/06/13,30.7863,18.9908,0.0029,94.8333,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20190112_20190613_C01_V01,LC08_CU_007014_20190112_C01_V01
904,LC08_CU_006013_20190117_20190613_C01_V01,2019/01/17,CU,6,13,2019/06/13,85.7373,9.877,0.002,28.8865,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20190117_20190613_C01_V01,LC08_CU_006013_20190117_C01_V01
905,LC08_CU_006014_20190117_20190613_C01_V01,2019/01/17,CU,6,14,2019/06/13,48.0126,18.8317,0.059000000000000004,72.8267,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20190117_20190613_C01_V01,LC08_CU_006014_20190117_C01_V01
906,LC08_CU_006014_20190119_20190613_C01_V01,2019/01/19,CU,6,14,2019/06/13,0.6551,0.2939,0.0,93.9494,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20190119_20190613_C01_V01,LC08_CU_006014_20190119_C01_V01
907,LC08_CU_007013_20190119_20190613_C01_V01,2019/01/19,CU,7,13,2019/06/13,13.2538,5.0741,0.0766,38.516999999999996,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20190119_20190613_C01_V01,LC08_CU_007013_20190119_C01_V01
908,LC08_CU_007014_20190119_20190613_C01_V01,2019/01/19,CU,7,14,2019/06/13,7.9266,1.4479,0.0218,4.185,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20190119_20190613_C01_V01,LC08_CU_007014_20190119_C01_V01
912,LC08_CU_006013_20190126_20190613_C01_V01,2019/01/26,CU,6,13,2019/06/13,0.1292,0.0177,0.0,38.0385,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20190126_20190613_C01_V01,LC08_CU_006013_20190126_C01_V01
913,LC08_CU_006014_20190126_20190613_C01_V01,2019/01/26,CU,6,14,2019/06/13,0.32799999999999996,0.0341,0.0,3.3754,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20190126_20190613_C01_V01,LC08_CU_006014_20190126_C01_V01
914,LC08_CU_007013_20190126_20190613_C01_V01,2019/01/26,CU,7,13,2019/06/13,0.3133,0.1192,0.0025,28.3013,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20190126_20190613_C01_V01,LC08_CU_007013_20190126_C01_V01
915,LC08_CU_007014_20190126_20190613_C01_V01,2019/01/26,CU,7,14,2019/06/13,0.0391,0.0092,0.0,70.2422,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20190126_20190613_C01_V01,LC08_CU_007014_20190126_C01_V01
919,LC08_CU_007014_20190128_20190613_C01_V01,2019/01/28,CU,7,14,2019/06/13,10.6422,2.5709,0.0,95.044,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20190128_20190613_C01_V01,LC08_CU_007014_20190128_C01_V01
